"accepted_species","traits"
"sp1",0
"sp2",0
"sp3",0
"sp5",0
"sp6",0
"sp7",0
"sp8",0
"sp9",0
"sp10",0
"sp11",0
"sp12",1
"sp13",0
"sp14",0
"sp15",0
"sp16",0
"sp17",0
"sp19",0
"sp20",0
"sp21",0
"sp22",0
"sp23",0
"sp24",0
"sp25",0
"sp26",0
"sp27",0
"sp28",0
"sp29",0
"sp30",0
"sp31",0
"sp32",0
"sp33",0
"sp34",0
"sp35",1
"sp36",0
"sp37",0
"sp38",0
"sp39",0
"sp40",0
"sp41",0
"sp42",0
"sp43",0
"sp44",0
"sp45",0
"sp46",0
"sp47",0
"sp48",0
"sp49",0
"sp50",0
"sp51",0
"sp52",0
"sp53",0
"sp54",0
"sp55",0
"sp56",0
"sp57",0
"sp58",0
"sp59",0
"sp60",0
"sp61",0
"sp62",0
"sp63",0
"sp64",0
"sp65",0
"sp66",0
"sp67",0
"sp68",0
"sp69",0
"sp70",0
"sp71",0
"sp72",0
"sp73",0
"sp74",0
"sp75",0
"sp76",0
"sp77",0
"sp78",0
"sp79",0
"sp80",0
"sp81",0
"sp82",0
"sp83",0
"sp84",0
"sp85",0
"sp86",0
"sp87",0
"sp88",0
"sp89",0
"sp90",0
"sp91",0
"sp92",0
"sp93",0
"sp94",0
"sp95",0
"sp96",0
"sp97",0
"sp98",0
"sp99",0
"sp100",0
"sp101",0
"sp102",0
