"","turnover.rates","eps.values","transition.rates"
"1",0.183583269128576,0.768010580446571,NA
"2",0.28940623276867,0.298824598314241,0.550079910317436
"3",0.065834098495543,0.0644709011539817,0.00368360197171569
"4",0.885005119722337,0.77337582455948,0.0471035768277943
"5",0.183583269128576,0.768010580446571,0.485404555685818
"6",0.28940623276867,0.298824598314241,NA
"7",0.065834098495543,0.0644709011539817,0.795121830422431
"8",0.885005119722337,0.77337582455948,0.127613795455545
"9",0.183583269128576,0.768010580446571,0.484494029777125
"10",0.28940623276867,0.298824598314241,0.474615237209946
"11",0.065834098495543,0.0644709011539817,NA
"12",0.885005119722337,0.77337582455948,0.574879793683067
"13",0.183583269128576,0.768010580446571,0.364412585506216
"14",0.28940623276867,0.298824598314241,0.967260028701276
"15",0.065834098495543,0.0644709011539817,0.141775259980932
"16",0.885005119722337,0.77337582455948,NA
