"","turnover.rates","eps.values","transition.rates"
"1",0.0873974615242332,0.672628486528993,NA
"2",0.133145613363013,0.696585061727092,0.939654500456527
"3",0.484082152601331,0.177909213351086,0.119470183039084
"4",0.591173542663455,0.150556963402778,0.5598006893415
"5",0.0873974615242332,0.672628486528993,0.457468482665718
"6",0.133145613363013,0.696585061727092,NA
"7",0.484082152601331,0.177909213351086,0.264920078916475
"8",0.591173542663455,0.150556963402778,0.519967268453911
"9",0.0873974615242332,0.672628486528993,0.420196367893368
"10",0.133145613363013,0.696585061727092,0.213483388070017
"11",0.484082152601331,0.177909213351086,NA
"12",0.591173542663455,0.150556963402778,0.190494225360453
"13",0.0873974615242332,0.672628486528993,0.631799879716709
"14",0.133145613363013,0.696585061727092,0.777413866715506
"15",0.484082152601331,0.177909213351086,0.942193403840065
"16",0.591173542663455,0.150556963402778,NA
