"accepted_species","traits"
"sp9",0
"sp10",0
"sp11",1
"sp18",0
"sp24",0
"sp27",0
"sp28",0
"sp30",0
"sp31",0
"sp33",0
"sp34",NA
"sp35",0
"sp36",0
"sp37",0
"sp39",0
"sp40",0
"sp41",NA
"sp43",0
"sp45",0
"sp47",0
"sp48",0
"sp50",0
"sp51",0
"sp52",0
"sp53",0
"sp54",0
"sp55",0
"sp56",NA
"sp57",0
"sp58",0
"sp59",0
"sp60",0
"sp61",0
"sp62",0
"sp63",0
"sp64",NA
"sp65",0
"sp66",0
"sp67",NA
"sp69",0
"sp70",0
"sp71",NA
"sp72",0
"sp73",1
"sp74",0
"sp75",0
"sp76",0
"sp77",0
"sp78",0
"sp80",0
"sp81",0
"sp84",0
"sp85",0
"sp86",0
"sp87",NA
"sp88",NA
"sp89",0
"sp90",0
"sp91",0
"sp92",0
"sp93",0
"sp95",0
"sp96",0
"sp97",0
"sp98",0
"sp99",0
"sp100",0
"sp101",0
"sp102",0
"sp103",0
"sp104",0
"sp105",0
"sp106",0
"sp107",0
"sp108",0
"sp111",0
"sp112",0
"sp113",0
"sp114",0
"sp115",0
"sp116",0
"sp117",0
"sp118",0
"sp119",0
"sp120",0
"sp121",0
"sp122",0
"sp123",0
"sp124",0
"sp125",0
"sp126",0
"sp127",0
"sp128",NA
"sp129",0
"sp130",0
"sp131",0
"sp132",NA
"sp133",0
"sp134",1
"sp135",1
