,Ev Model,phylopars,picante,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded,EV Model,Missing Type
count,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
unique,1,,,,,,,,,,1,1
top,EB,,,,,,,,,,EB,phyloNa
freq,100,,,,,,,,,,100,100
mean,,0.4995978403204092,0.5037714420994831,0.7776856546966562,1.2369082028962604,0.7020702018854759,1.0053805245951126,0.5587418641297413,0.5725615147763758,0.5520269048827932,,
std,,0.2797278233299478,0.28355475925011386,0.33167011184383005,3.686376789555823,0.6739285109749262,2.8382493051306295,0.31425894932985227,0.299577196599791,0.31002061842478096,,
min,,0.00948571116017941,0.014182304798890617,0.22806451899569616,0.017007078282014955,0.04317557478096419,0.026423322178031693,0.02556954924833781,0.010519988450969586,0.03375407703986899,,
25%,,0.28599751345858127,0.2944430712310297,0.5535921020354173,0.36575810663594815,0.4057296913735767,0.4213751175263913,0.3141519376537525,0.3527154298044315,0.3279964934268069,,
50%,,0.5384382999402726,0.5370362777506961,0.7286699411118727,0.5952581785703177,0.633188382205853,0.623644618085856,0.5540398037481999,0.5978106473636968,0.5545646024330134,,
75%,,0.722317564509477,0.7239508414622902,0.9004854667743061,0.8681127891236089,0.826095284791844,0.8497114317264469,0.7822391726301533,0.7613533414333322,0.7690641905305738,,
max,,1.0314916736930324,1.1234883211363014,1.873601654505205,35.2213331989678,6.302715322735716,26.18732596733916,1.7193155690579864,1.2887697766859898,1.3193829802571095,,
