,Ev Model,phylopars,picante,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded,EV Model,Missing Type
count,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
unique,1,,,,,,,,,,1,1
top,Extinct_BMT,,,,,,,,,,Extinct_BMT,phyloNa
freq,100,,,,,,,,,,100,100
mean,,0.4131036805552292,0.4133029789993154,0.7629077331910565,0.606531533590698,0.5879857528039097,0.73074266069565,0.4830949995308502,0.523211547119735,0.47833536485455164,,
std,,0.16541338903826053,0.16449894411364707,0.2773790255152113,0.5700157476717522,0.2591003076863632,1.5354321146330072,0.19079489311153458,0.19843276423948306,0.1637993809137314,,
min,,0.17671172067972302,0.17671172067972307,0.1773664381053622,0.2257398014774706,0.2440345378614594,0.23784894460716252,0.22404427271130453,0.15457776965142328,0.17876226235993187,,
25%,,0.2992192914631103,0.29869958728704304,0.5595133845165052,0.40820977474835196,0.41250475178543433,0.4258633074084387,0.3575947870011226,0.39619862955884527,0.3447909448737932,,
50%,,0.3992952362805855,0.39876363535869197,0.7537216380715879,0.530066291702559,0.5410616702170893,0.5357652441467033,0.4360650224222755,0.5069456102369523,0.48453532064573945,,
75%,,0.4768314601243502,0.4740712596478646,0.9239802969547559,0.612789107145484,0.6904673462897076,0.6558663728840233,0.5570631613233875,0.6233968515446116,0.5774390935611935,,
max,,1.215091663390065,1.215091663390046,1.6220243902755789,4.401413153412807,2.0359147841364615,15.716153159893233,1.2701103691420215,1.4388086385461913,0.9472131375638592,,
